language_code,language_name,language_synonym,thesaurus_heading_language,thesaurus_heading_people,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory,uri,category
L39,Wadjabangai,"Wadjabangayi, Inningai, Muttaburra, Kariimari, Kun Gait, KunGait, Wadjabangay",Wadjabangai language L39,Wadjabangai people L39,-24.10558959,145.8108102,QLD,https://collection.aiatsis.gov.au/austlang/language/l39,Unique
L4,Nukunu ,"Other Australian Indigenous Languages, Nugunu, Barutadura, Doora, Eura, Njuguna, Nokunna, Noocoona, Nookoona, Nuguna, Nukana, Nukuna, Nukunna, Nukunnu, Pukunna, Tjura, Tura, Tyra, Tyura, Warra, Wongaidja, Wongaidya, Nu guna",Nukunu language L4,Nukunu people L4,-32.8178302,138.0694391,SA,https://collection.aiatsis.gov.au/austlang/language/l4,Unique
L40,Maiawali ,"Mayawarli, Majuli, Malintji, Mullinchi, Myorli, Mi, li, Mially, Miouli, Myallee, Myalli, Myoli, Mayawali, Mayuli, Miorli, Maiali, Majawali, Mailly, Myall, Puruga",Maiawali language L40,Maiawali people L40,-23.41919493,141.5875433,QLD,https://collection.aiatsis.gov.au/austlang/language/l40,Unique
L41,Iningai,"Inningai, Muttaburra, Wadjabangai, Delleburra, Kana, Mootaburra, Moothaburra, Mutabura, Tateburra, Terreburra, Thararraburra, Yiningayi, Thararrabura, Yiningay, Muta bura",Iningai language L41,Iningai people L41,-23.08563188,144.8746802,QLD,https://collection.aiatsis.gov.au/austlang/language/l41,Unique
L42,Yirandali ,"Yirandhali, Warungu, Dalleburra, Jirandali, Dalebura, Dalleyburra, Irendely, Pooroga, Yerrundulli, Yerrunthully, Yirendali, Dal leyburra",Yirandali language L42,Yirandali people L42,-21.1570842,144.2829284,QLD,https://collection.aiatsis.gov.au/austlang/language/l42,Unique
L43,Bidjara ,"Ngura, Kullilla, Bitjara, Galali, Kalali, Minkabari, Bithara, Pitteroo, Wilya",Bidjara language L43,Bidjara people L43,-28.38567517,143.0055259,QLD,https://collection.aiatsis.gov.au/austlang/language/l43,Unique
L44,Yandjibara ,"Yanjdjibara, Kuungkari, Yangeeberra, Gungari, Koongerri",Yandjibara language L44,,-24.65633353,145.6108717,QLD,https://collection.aiatsis.gov.au/austlang/language/l44,Unique
L45,Parlpamardramardra ,"Parlpa Mardramardra, Balpamadramadra",Parlpamardramardra language L45,,-27.51328333,141.2440087,QLD,https://collection.aiatsis.gov.au/austlang/language/l45,Unique
L46,Nhirrpi ,,Nhirrpi language L46,,-26.95530463,140.8402469,SA,https://collection.aiatsis.gov.au/austlang/language/l46,Unique
L47,Matja ,,Matja language L47,,-27.32275325,139.9625406,SA,https://collection.aiatsis.gov.au/austlang/language/l47,Unique
L48,Ngananhina ,,Ngananhina language L48,,-26.33916333,140.960083,"SA,QLD",https://collection.aiatsis.gov.au/austlang/language/l48,Shared
L49,Marunuda ,"Mitaka, Marrunada, Mittaka, Mittuka, Marunga, Marrala, Marranda, Murunuta, Mi daga",Marunuda language L49,,-24.93803946,139.5024115,QLD,https://collection.aiatsis.gov.au/austlang/language/l49,Unique
L5,Ngadjuri ,"Aluri, Alury, Boanawari, Burra Burra, Abercrombie tribe, Doora, Eeleeree, Eura, Hillary, Hilleri, Manu, Manuley, Manuri, Mimbara, Monnoo, Ngadhuri, Ngadluri, Ngaluri, Ngarluri, Weera, Werra, Wiramaya, Wirameju, Wirameyu, Wirra, Wirramaya, Wirramayo, Wirrameyu, Yilrea, Youngye, Eeeleeree, Wirra maya, Boanawari Doora, Ngajuri",Ngadjuri language L5,Ngadjuri people L5,-32.93016066,139.0812316,SA,https://collection.aiatsis.gov.au/austlang/language/l5,Unique
L50,Midlaliri ,Midlaliri,Midlaliri language L50,,-29.18670533,135.3837715,SA,https://collection.aiatsis.gov.au/austlang/language/l50,Unique
L51,Mikiri-nganha ,Mungathirri nganha from the high sandhills,Mikiri-nganha language L51,,-25.73018833,137.1438555,"SA,NT",https://collection.aiatsis.gov.au/austlang/language/l51,Shared
L52,Wangkakupa ,Pularingunganha,Wangkakupa language L52,,-28.91430688,136.1604381,SA,https://collection.aiatsis.gov.au/austlang/language/l52,Unique
L53,Piltapalta ,Pilta Palta,Piltapalta language L53,,-27.72217266,136.025876,SA,https://collection.aiatsis.gov.au/austlang/language/l53,Unique
L54,Wangkatyaka ,"Wanggadjaga, Marlu-papu-nganha, Karla-nganha, Wangkaytari, Wangkaytara, Southern Wongkonguru",Wangkatyaka language L54,,-27.49453191,137.5854732,SA,https://collection.aiatsis.gov.au/austlang/language/l54,Unique
L55,Wailpi ,"Adnyamathanha, Adnjamathanha, Jadliaura, Ngudlawara, Walypi, Adnamadana, Adjnjamatana, Adnamatana, Adnjamadana, Adnjamadhanha, Adnjamatana, Adnjamathera, Adnjmadhanha, Adnjnjamathanha, Adyamatana, Andjama Dana, Andyamatana, Anjamatana, Anjamutina, Anjimatana, Anjiwatana, Anjiwatina, Anyamatana, Archualda, Atjualda, Benbakanjamata, Benbakanjamatana, Binbarnja, Binbarnya, Gadjnjamada, Gadjnjamadja, Ganjamadna, Imatjara, Kanjamata, Kanjimata, Keidnamutha, Keydnjamarda, Keydnjmarda, Kudjamuther, Kudjchnamootha, Kudnamietha, Kutchhamootha, Kutchnamoota, Kutchnamootha, Mardala, Mardula, Ngatjuwalda, Nimalda, Nimbalda, Nimbaldi, Nuralda, Umbertana, Unyamatana, Unyamootha, Wadla, Wailbi, Wajalpi, Waljbi, Wipie",Wailpi language L55,,-30.94840196,138.5829907,SA,https://collection.aiatsis.gov.au/austlang/language/l55,Unique
L56,Yarrumada ,"Ngura, Ngandangura, Jarumarda, Unda Gnoora, Eromarra",Yarrumada language L56,,-25.97429989,143.8487024,QLD,https://collection.aiatsis.gov.au/austlang/language/l56,Unique
L57,Minkabari ,"Ngura, Kullilla, Bitjara, Galali, Kalali, Mingabari, Bithara, Pitteroo, Wilya",Minkabari language L57,,-28.87314392,142.6017432,QLD,https://collection.aiatsis.gov.au/austlang/language/l57,Unique
L6,Barngarla ,"Banggarla, Bangalla, Arkaba tura, Ba:Nggala, Ba:njgala, Bahanga la, Bahngala, Bangala, Banggala, Barngarla, Bungeha, Bungala, Bungela, Kooapidna, Kooapudna, Kortabina, Pangkala, Pankala, Pankalla, Pankarla, Parkalla, Parn kal la, Parnkala, Punkalla, Punkirla, Wanbirujurari, Willara, Willeuroo, Pangkarla, Bahn gala, Pan karla",Barngarla language L6,Barngarla people L6,-32.6883657,136.8100904,SA,https://collection.aiatsis.gov.au/austlang/language/l6,Unique
L62,Malintji ,"Maiawali, Majuli, Mullinchi, Myorli, Mullinchie",,,-23.53445817,142.9528968,QLD,https://collection.aiatsis.gov.au/austlang/language/l62,Unique
L65,Ngurunta ,"Runta, Runda",Ngurunta language L65,Ngurunta people L65,-30.73320256,140.4828535,SA,https://collection.aiatsis.gov.au/austlang/language/l65,Unique
L66,Parlpakurnu ,,,,-26.2572411,143.0398934,QLD,https://collection.aiatsis.gov.au/austlang/language/l66,Unique
L7,Yadliawara,"Yardliyawara, Adnyamathanha, Jadliaura, Adnjamathanha, Ngudlawara, Wailpi, Walypi, Aluri, Alury, Arabatura, Arkaba tura, Arkabatura, Eura, Jadlijawara, Jadloori, Wonoka, Yadliaura, Yadlikowera, Yadliyawarra, Yadlouri, Yaldikowera, Yadliura, Yardliwarra, Yardliyawarra",Yadliawara language L7,Yadliawara people L7,-31.09778577,139.8040762,"NSW,SA",https://collection.aiatsis.gov.au/austlang/language/l7,Shared
L8,Malyangapa ,"Maljangapa, Malyangaba, Ngurunta, Bulali, Bulalli, Karikari, Malgaaljangaba, Malja:pa, Maljanapa, Maljangaba, Malya napa, Malyanapa, Malyapa, Malynapa, Milya uppa, Milyauppa, Muliaarpa, Mullia arpa, Multyerra, Mulya napa, Mulya nappa, Mulyanapa, Mulyanappa, Nalyanapa, Malgangara",Malyangapa language L8,Malyangapa people L8,-30.55622095,141.5672758,NSW,https://collection.aiatsis.gov.au/austlang/language/l8,Unique
L9,Kuyani ,"Guyani, Cooyiannie, Gujani, Kijani, Kiyani, Koonarie, Kooteeuna, Kooteeunna, Kooyeeunna, Kooyiannie, Kujani, Kuyanni, Kwiana, Kwiani, Nganitjidi, Ngannityddi, Ngannityiddi, Owinia",Kuyani language L9,Kuyani people L9,-29.99929809,137.9422167,SA,https://collection.aiatsis.gov.au/austlang/language/l9,Unique
N10,Kuwema ,"Tyaraity, Tjerratj, Tyerratj, Dak Tjerratj, Djerait, Tyeraity, Ponga Ponga, Pungupungu, Djeraidj, Dyeraidy, Kuwama, Guwema, Guwe, Nguluk Angguwe, Ponga ponga, Dek Tjerratj, Dek Tjirratj, Djeradj, Djiratj, Sherait, Djeraity, Tjerait, Cherites, Tjiras, Daktyeraty, Daktyerat, Cherait, Cherite, Jeerite, Scherits, Tyerraty, Northern Daly language",Kuwema language N10,Kuwema people N10,-12.85739216,130.425114,NT,https://collection.aiatsis.gov.au/austlang/language/n10,Unique
N102,Marri Ngarr ,"Maringarr, Marringarr, Maringar, Gidjingali, Marengar, Marringar, Merringar, Moil, Moyle, Muringa, Muringar, Murrinnga, Tangural, Yaghanin, Ngangikadre, Western Daly language.",Marri Ngarr language N102,Marri Ngarr people N102,-14.21069418,129.8507263,NT,https://collection.aiatsis.gov.au/austlang/language/n102,Unique
N104,Ritharrngu ,"Ritharngu, Yakuy, Ritarungo, Yolngu, Daii, Diakui, Djinang, Djinba, Diagoi, Dijogoi, Diyaguyi, Ridarngo, Ridarngu, Ridarrngu, Ridharrngu, Ritaringo, Ritarngo, Ritarngu, Ritarnu, Rittarungo, Rittarungor, Rudarungo, Ritarrngu, Ridarno, Dhiyakuy, Djikai, Jikai, Tchikai, Dijogoi Ritarungo, Ritar ingo, Ritharingau, Buranad jini",Ritharrngu language N104,Ritharrngu people N104,-12.97618751,135.3967658,NT,https://collection.aiatsis.gov.au/austlang/language/n104,Unique
N11,Pungupungu ,"Kandjerramalh, Pungu Pungu, Wadiginy, Pongo pongo, Djiramo, Amijangal, Ami, Worgait, Worgite, Worgaid, Wa gait, Wagaidj, Wagite, Waggait, Waggite, Waggote, Waggute, Wagatsch, Wogite, Wargad, Murinwargad, Daly River language.",Pungupungu language N11,Pungupungu people N11,-13.37733792,130.4467343,NT,https://collection.aiatsis.gov.au/austlang/language/n11,Unique
N112,Marra ,"Marranbala, Mara, Warndarang, Leelalwarra, Leelawarra, Mala, Walkonda, Mara; Leelalwarra, Mara; Leelawarra, Ma:ra, Maarra, Walkonda",Marra language N112,Marra people N112,-15.04125841,135.4116298,NT,https://collection.aiatsis.gov.au/austlang/language/n112,Unique
N116,Dhuwaya ,"Dhuwal/Dhuwala, possibly also Dhuwaya, Dhuwal",Dhuwaya language N116,,-12.2661061,136.8700978,NT,https://collection.aiatsis.gov.au/austlang/language/n116,Unique
N118,Dhay'yi ,"Dhayyi, Dayi, Yolngu, Daii, Ritharngu, Diakui, Djinang, Djinba, Dai, Dhayi, Taii Tai, Dalwango, Dalwongo, Dalwongu, Darlwongo, Dhalwangu, Djawark, Djarlwa:g, Tayi",Dhay'yi language N118,,-13.37364795,135.7620122,NT,https://collection.aiatsis.gov.au/austlang/language/n118,Unique
N12,Matngala,"Matngele, Madngele, Malak Malak, Madngela/Matngela, Gamu, Junggor, Kamor, Madngela, Matngela, Mulluk Mulluk, Ngulul Wanggar, Wooliana, Yunggor, Hermit Hill tribe, Maangella, Madngala, Madngella, Mandella, Matngelli, Muttangulla, Nundjulbi, Warat, Amadil, Muttangella, Ngengiwerat, Eastern Daly language",Matngala language N12,Matngala people N12,-13.78862133,130.4336463,NT,https://collection.aiatsis.gov.au/austlang/language/n12,Unique
N120,Warndarrang ,"Wuyarrawala, Wandarang, Mara, Warndarang, Andarang, Wandaran, Wandarrang, Wandarung, Wanderang, Wangarong",Warndarrang language N120,Warndarrang people N120,-15.04294182,135.3450616,NT,https://collection.aiatsis.gov.au/austlang/language/n120,Unique
N121,Ngarnka,"Ngarnga, Ngarndji, Gudanji, Ngewin, Gnuin, Leeillawarrie, Ngarngu, Ngarndji",Ngarnka language N121,Ngarnji people N121,-16.45167137,134.8262768,NT,https://collection.aiatsis.gov.au/austlang/language/n121,Unique
N128,Wubuy,"Wubuy, Yingkwira, Nangabuya, Ningburia, Nuggaboju, Nugubuyu, Nungabuju, Nungabuya, Nungabuyu, Nungbuju, Nunggaboju, Nungguboiju, Nungguboiyu, Nunggubuju, Nunguboiyu, Nungubuju, Nungubuyu, Nunggabuyu, Nungkubuyu, Nun guboiyu, Gunwinyguan",Wubuy language N128,Wubuy people N128,-13.8698099,135.5886143,NT,https://collection.aiatsis.gov.au/austlang/language/n128,Unique
N13,Maranunggu,"Marrangungu, Ami, Amijangal, Emmi, Emmiyangal, Manhthi Yangal, Maranjwarrgat, Menhtha, Merranunggu, Maramanunggu, Maranunga, Maranunggo, Maranungo, Maringar, Maringa, Marinunggo, Marranunga, Maranungku, Maranungo, Western Daly language.",Maranunggu language N13,Maranunggu people N13,-13.75854954,130.271628,NT,https://collection.aiatsis.gov.au/austlang/language/n13,Unique
N138,Binbinka ,"Gudanji, Binbinga, Binbingha, Pinbinga, Leepitbinga, Bing Binga",Binbinka language N138,Binbinka people N138,-16.36136512,136.0457131,NT,https://collection.aiatsis.gov.au/austlang/language/n138,Unique
N14,Kungarakany,"Gungarakanj, Kungarakany, Gungarakayn, Cunerakan, Gundrakan, Gunerakan, Kangarraga, Kangarranga, Kumerakainj, Kungarakan, Ungnakan, Warnunger, Gungaraganj, Gungaragany, Koongurrukuñ",Kungarakany language N14,Kungarakany people N14,-13.23326924,130.825209,NT,https://collection.aiatsis.gov.au/austlang/language/n14,Unique
N15,Emmi ,"Emmi/Merranunggu, Warrgat, Arnhem Land, Daly River Region Languages, Ami, Maranunggu, Amijangal, Emmiyangal, Manhthi Yangal, Maranjwarrgat, Menhtha, Merranunggu, Ami Ami, Ame, Berringin, Western Daly language.",Emmi language N15,Emmi people N15,-13.51678358,130.1162368,NT,https://collection.aiatsis.gov.au/austlang/language/n15,Unique
N151,Anindilyakwa ,"Anandilyakwa, Aninhdhilyagwa, Yingguru, Warnindilyakwa, Enindilyakwa, Ingura, Amakurupa, Andilagwa, Andiljaugwa, Andiljaukwa, Andilyaugwa, Anindiljaugwa, Anindilyaugwa, Awarikpa, En Indiljaugwa, Endiljaugwa, Enindiljaugwa, Enindilyaugwa, Groote Eylandt, Lamadalpu, Wani Ndiljaugwa, Wanindilyaugwa, Enindhilyagwa, Anindhilyakwa, Eninhdhilyagwa, Wanindilyaugwa Ingura, Gunwinyguan",Anindilyakwa language N151,Anindilyakwa people N151,-13.9310889,136.5853882,NT,https://collection.aiatsis.gov.au/austlang/language/n151,Unique
N152,Walu ,"Yanuwa, Janjula, Wadere, Wardiri, Yanyula, Yanyuwa, Walu; Leewalloo, Walloo, Leewalloo, Waloo",,,-15.72119237,137.0276688,NT,https://collection.aiatsis.gov.au/austlang/language/n152,Unique
N153,Yanyuwa ,"Yanyula, Wadirri, Yanuwa, Janjula, Wadere, Walu, Wardiri, Yanyula, anjula; Aniula, Anjula, Anula, Anuwa, Anyoola, Anyula, Anyuwa, Djirukurumbant, Iangkala, Leanawa, Leeanuwa, Njangga, Njangkala, Unalla, Yangala, Yanula, Yanular, Yuckamurri, Yuggamurra, Janjula; Aniula, Janyula, Leealowa, Leeanwa, Wadidi, Wadiri, Yanngula, Wadeira, Yanyuwa; Aniula, Yanyuwa; Anyula, Aniula, Waderi, Yanguwa, Yuggamurra for Janjula, Waderi for Wadere",Yanyuwa language N153,Yanyuwa people N153,-15.80208107,136.8078611,NT,https://collection.aiatsis.gov.au/austlang/language/n153,Unique
N155,Garrwa^,"Garawa, Garawa, Karawa, Karawa; Garawa, Grawa, Kariwa, Karrawar, Kar'wa, Korrawa, Kurrawar, Leearawa, Wollongorang, Wulungwara, Karwa, Leearrawa, Korrwa, Garawa; Karawa, Garuwa, Garrawa, Karrwa",Garrwa language N155,Garrwa people N155,-16.85677792,137.2737774,NT,https://collection.aiatsis.gov.au/austlang/language/n155,Unique
N157,NGAN'GI,"NGANGI, Ngan, gi tjemerri, Nangikurrunggurr, Tyemeri, Nangityemeri, Ngan'gityemerri, Southern Daly",Ngan'gi language N157,,-14.2283974,130.3642618,NT,https://collection.aiatsis.gov.au/austlang/language/n157,Unique
N158,Murrinh-kura ,"Murrinh patha, Muringura/Murrinhkura, Murinbata, Muringura, Murrinhkura, Murinkura, Southern Daly",Murrinh-kura language N158,Murrinh-kura people N158,-14.71590049,129.946497,NT,https://collection.aiatsis.gov.au/austlang/language/n158,Unique
N159,Murrinhdiminin ,Murrinh patha,Murrinhdiminin language N159,,-14.40514018,129.8169491,NT,https://collection.aiatsis.gov.au/austlang/language/n159,Unique
N16,Maramanindji,"Marramaninyshi, Marramanindjdji, Marimanindji, Marramaninjsji, Akaja, Arkiya Dilik, Lee wakya, Leewakya, Mangikurungu, Maramanandji, Marimanindu, Maritjamiri, Murinmanindji, Murintjameri, Tjameri, Ukkia, Waagai, Waagi, Wagai, Wagaiau, Wagaja, Waggaia, Waggaja, Wakaja, Wakaya, Wakkaja, Warkaia, Warkya, Wogaia, Woorkia, Worgai, Worgaia, Workaia, Workia, Workii, Marekaganda, Dilik, Western Daly language.",Maramanindji language N16,Maramanindji people N16,-13.97056679,130.4182039,NT,https://collection.aiatsis.gov.au/austlang/language/n16,Unique
N160,Ngan'gimerri ,"Ngangimerri, Ngan, gimerri, Tyemeri, Nangityemeri, Daly language.",Ngan'gimerri language N160,,-14.00459251,130.6119063,NT,https://collection.aiatsis.gov.au/austlang/language/n160,Unique
N161,Marri Tjevin ,"Marritjevin, Maridjabin, Marrisjefin, Marrijebin, Marisyabin, Marrityabin, Marri Jabin, Murindzabin, Murindjabin, Maretyabin, Murintja bin, Murintjaran, Marityabin, Western Daly language.",Marri Tjevin language N161,Marri Tjevin people N161,-13.89279577,129.8490531,NT,https://collection.aiatsis.gov.au/austlang/language/n161,Unique
N162,Marri Amu ,"Marri Ammu, Marithiel, Mareammu, Western Daly language.",Marri Amu language N162,Marri Amu people N162,-13.81167582,129.8100059,NT,https://collection.aiatsis.gov.au/austlang/language/n162,Unique
N163,Magati Ke ,"Magatige, Marti Ke, Marrithiyel, Matige, Brinken, Marri Ammu, Marridan, Marrisjefin, Magadige, Marri ge, Murrinh ge, Murrinh Ke, Muringair, Maritige, Muringata, Muringa, Muringe, Berinken, Berinkin, Berringin, Brinkan, Western Daly language.",Magati Ke language N163,Magati Ke people N163,-14.08764363,129.715299,NT,https://collection.aiatsis.gov.au/austlang/language/n163,Unique
N164,Mariyedi ,"Marijedi, Murijadi, Marijadi",Mariyedi language N164,,-13.72102164,130.0513079,NT,https://collection.aiatsis.gov.au/austlang/language/n164,Unique
N169,Kerniyn'mi ,"Kerniynmi, Genhinjmi",Kerniyn'mi language N169,,-13.6537488,133.5850506,NT,https://collection.aiatsis.gov.au/austlang/language/n169,Unique
N17,Ngen'giwumirri,"Ngengiwumirri, Ngan, gi wumeri, Nangikurrunggurr, Nanggiomeri, Nangiomeri, Nangumiri, Nangimera, Nangimeri, Nanggiwumiri, Nangi wumiri, Ngen gomeri, Mariwumiri, Murin wumiri, Wumiri, Southern Daly language",Ngen'giwumirri language N17,Ngen'giwumirri people N17,-14.24563928,130.4613106,NT,https://collection.aiatsis.gov.au/austlang/language/n17,Unique
N171,Kundedjnjenghmi ,"Gundedjnjenghmi, Deynegmi, Deynekmi",Kundedjnjenghmi language N171,,-12.67879701,133.4294768,NT,https://collection.aiatsis.gov.au/austlang/language/n171,Unique
N173,Kuninjku ,"Guninjku, Bininj Bulkay, Kunwinjku Kunrayek, Kun rayek, kayakki, Na kerlk, Buboyen, an kerlk, Kune",Kuninjku language N173,Kuninjku people N173,-12.26766152,134.0414224,NT,https://collection.aiatsis.gov.au/austlang/language/n173,Unique
N175,Galduyh ,"Kaltuy, Rembarunga",Galduyh language N175,,-13.56560435,134.3888624,NT,https://collection.aiatsis.gov.au/austlang/language/n175,Unique
N176,Letpurrirt,Lhetburrirt,Letpurrirt language N176,,-14.15531425,132.2538075,NT,https://collection.aiatsis.gov.au/austlang/language/n176,Unique
N177,Ngarlahmi ,Ngarlami,Ngarlahmi language N177,,-14.08836479,132.3599592,NT,https://collection.aiatsis.gov.au/austlang/language/n177,Unique
N178,Ngorrkgowo ,,Ngorrkgowo language N178,,-13.45184228,131.6779507,NT,https://collection.aiatsis.gov.au/austlang/language/n178,Unique
N179,Ngardawuli ,,Ngardawuli language N179,,-11.28981651,131.932295,NT,https://collection.aiatsis.gov.au/austlang/language/n179,Unique
N18,Jaminjung ,"Djamindjung/Ngaliwuru, Djamindjung, Alura, Jaminjang, Tjaminjun, Djamundon, Murinyuwen, Djamindjun, Tjamindjung, Djamunjun, Kaminjung, Djamadjong, Murinyuwan",Jaminjung language N18,Jaminjung people N18,-15.15402829,130.3903023,NT,https://collection.aiatsis.gov.au/austlang/language/n18,Unique
N180,Urrirrk ,"Urrirk, Wurilg, Urilg, Wurdirrk ",Urrirrk language N180,,-11.91768043,132.648685,NT,https://collection.aiatsis.gov.au/austlang/language/n180,Unique
N181,Wurdang ,,Wurdang language N181,,-11.28706594,131.9235375,NT,https://collection.aiatsis.gov.au/austlang/language/n181,Unique
N182,Gidjurra ,"Didjurra, idjurra",Gidjurra language N182,,-12.13275273,132.9371945,NT,https://collection.aiatsis.gov.au/austlang/language/n182,Unique
N183,Manangkarri ,"Mananggari, Naragani, Manangkari, Manangakardi",Manangkarri language N183,,-11.55548091,133.1725261,NT,https://collection.aiatsis.gov.au/austlang/language/n183,Unique
N184,Ilgar ,"Yilga, Ilgarr, Iwaidjan",Ilgar language N184,,-11.07092598,132.9074224,NT,https://collection.aiatsis.gov.au/austlang/language/n184,Unique
N185,Burdinmanduwij ,,Burdinmanduwij language N185,,-11.3102845,131.9291184,NT,https://collection.aiatsis.gov.au/austlang/language/n185,Unique
N186,BININJ KUNWOK,"Kunwinjkuan, Bininj Gunwok",Bininj Kunwok language N186,Bininj Kunwok people N186,-12.57799587,133.5566359,NT,https://collection.aiatsis.gov.au/austlang/language/n186,Unique
N188,Garig ,"Garik, Iwaidja, Gaari, Adawuli, Djalakuru, Garrig, Jaako, Jiwadza, Marlgu, Oitbi, Uruku, Wurango, Gurik, Gari, Iwaidjan",Garig language N188,,-11.24584451,132.4184072,NT,https://collection.aiatsis.gov.au/austlang/language/n188,Unique
N189,Mukngirru ,,Mukngirru language N189,,-12.92760996,130.5374669,NT,https://collection.aiatsis.gov.au/austlang/language/n189,Unique
N19,Ngaliwurru ,"DjamindjungINgaliwuru, Djamindjung, Ngaliwuru, Ngaliwerun",Ngaliwurru language N19,Ngaliwurru people N19,-16.07262772,130.5423272,NT,https://collection.aiatsis.gov.au/austlang/language/n19,Unique
N190,Gun-narda ,"Gunarda, Gu-jingarliya, Gujingaliya, Gidjingali, Martay, Burarra",Gun-narda language N190,,-12.12789527,134.6619213,NT,https://collection.aiatsis.gov.au/austlang/language/n190,Unique
N191,Gun-narta ,"Gu-jingarliya, Gidjingali, An-barra, Anbara, Burarra, Burrara",Gun-narta language N191,,-12.1071313,134.4883778,NT,https://collection.aiatsis.gov.au/austlang/language/n191,Unique
N192,Dhangu ,"Dangu, Yirgala, Thangu",Dhangu language N192,,-12.4269844,136.6073256,NT,https://collection.aiatsis.gov.au/austlang/language/n192,Unique
N198,Dhuwal ,"Dhuwal/Dhuwala, possibly also Dhuwaya, Duwal, Murngin, Wulamba, Balamumu, Barlamomo, Barlamumu, Malag, Marlark, Arrawiya, Banjarrpuma, Bilamandji Dhurili, Durilji, Tuwal
",Dhuwal language N198,,-12.71246521,136.0098575,NT,https://collection.aiatsis.gov.au/austlang/language/n198,Unique
N199,Dhuwala ,"Duwala, Duala, Du:ala, Murngin, Wulamba, Tuwala",Dhuwala language N199,,-12.65404515,135.9581203,NT,https://collection.aiatsis.gov.au/austlang/language/n199,Unique
N20,Tiwi ,"Tunuvivi, Diwi, Nguiu, Nimara, Wonga:k, Wongak, Woranguwe, Wunguk, Wunuk, Yeimbi, Ni mara",Tiwi language N20,Tiwi people N20,-11.56336122,130.7597491,NT,https://collection.aiatsis.gov.au/austlang/language/n20,Unique
N201,Gumadir ,Gunwinggu,Gumadir language N201,,-12.4811261,133.5636061,NT,https://collection.aiatsis.gov.au/austlang/language/n201,Unique
N202,Djangu ,"Django, Tyangu",Djangu language N202,,-12.14740282,136.4213048,NT,https://collection.aiatsis.gov.au/austlang/language/n202,Unique
N21,Larrakia ,"Larrakiya, Gulumirrgin, Laragia, Larakia, Binnimiginda, Gunmajerrumba, Laragai, Laragiya, Larakeeyah, Larakiya, Larikia, Larragea, Larrakeah, Larrakeeha, Larrakeeyah, Larrakiha, Larreekeeyah, Larrekiya, Larriguia, Larrikaa, Larrikia, Larrikiha, Larrikiya, Larriquia, Marri, Woolsoongah, Larragia, Larekia, Ngandalagarak Larrakeah, Larrak eah, Gulumoerrgin",Larrakia language N21,Larrakia people N21,-12.51763347,130.8413996,NT,https://collection.aiatsis.gov.au/austlang/language/n21,Unique
N211,Nhangu ,"Nango, Nangu, Murungga, Miarrmiarr",Nhangu language N211,,-11.85322093,135.7022074,NT,https://collection.aiatsis.gov.au/austlang/language/n211,Unique
N215,MARRANJ ,,Marranj language N215,,-13.65277213,130.0736751,NT,https://collection.aiatsis.gov.au/austlang/language/n215,Unique
N22,Malak Malak ,"Mullukmulluk, Gamu, Junggor, Kamor, Madngela, Matngela, Mulluk Mulluk, Ngulul Wanggar, Wooliana, Yunggor, Djiramo, Malack malack, Malag Malag, Malagmalag, Mallackmallack, Mallak mallak, Mollak mollak, Mullik mullik, Mullikmullik, Mulukmuluk, Ngolak wonga, Ngolokwangga, Ngoluk wanggar, Ngulugwongga, Ngulukwongga, Nguluwongga, Valli valli, Mollakmollak, Mullu Mulluc, Ngolok Wangar, Ngululwanga, Ngulugwanga, Northern Daly language",Malak Malak language N22,Malak Malak people N22,-13.54877304,130.5524143,NT,https://collection.aiatsis.gov.au/austlang/language/n22,Unique
N220,GIIMBIYU ,"Giimbiyu, Arnhem Land, Daly River Region Languages, Geimbio",Giimbiyu language N220,,-12.48082402,133.0564117,NT,https://collection.aiatsis.gov.au/austlang/language/n220,Unique
N221,Muralidban ,Gunwinggu,Muralidban language N221,,-12.24119972,134.1824059,QLD,https://collection.aiatsis.gov.au/austlang/language/n221,Unique
N223,Wandangbag ,,Wandangbag language N223,,-12.31267846,132.9782492,NT,https://collection.aiatsis.gov.au/austlang/language/n223,Unique
N224,Gonbudj ,"Konbudj, Bardaya, Mabakala, Ngunbudj, Gunbudj, Koarnbut, Ngonbudj, Ba'rdaaya, Badaya",Gonbudj language N224,,-12.45343626,132.1564989,NT,https://collection.aiatsis.gov.au/austlang/language/n224,Unique
N226,Kiyuk,"Giyug, Daly languages",Kiyuk language N226,Kiyuk language N226,-13.16822762,130.0535206,WA,https://collection.aiatsis.gov.au/austlang/language/n226,Unique
N229,Ngalarrunga ,,Ngalarrunga language N229,,-15.90087368,133.1973215,NT,https://collection.aiatsis.gov.au/austlang/language/n229,Unique
N25,Warray ,"Waray, Awara, Parlamarnyin, Warai, Wolwonga, Arwur, Awarai, Awarra, Awarrai, Warei, Warrai, Wulwongga, Woolwonga, Gunwinyguan",Warray language N25,Warray people N25,-13.16324174,131.2538162,NT,https://collection.aiatsis.gov.au/austlang/language/n25,Unique
N26,Yunggor ,"Madngele, Eastern Daly language",Yunggor language N26,Yunggor people N26,-13.59730024,130.4134057,NT,https://collection.aiatsis.gov.au/austlang/language/n26,Unique
