"language_code","language_name","language_synonym","thesaurus_heading_language","thesaurus_heading_people","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","state_territory","uri"
"N126","Nunydjirrpi","Nundjulbi","Nunydjirrpi language N126","Nunydjirrpi people N126","","","NT","https://collection.aiatsis.gov.au/austlang/language/n126"
"N128","Wubuy","Wubuy, Yingkwira, Nangabuya, Ningburia, Nuggaboju, Nugubuyu, Nungabuju, Nungabuya, Nungabuyu, Nungbuju, Nunggaboju, Nungguboiju, Nungguboiyu, Nunggubuju, Nunguboiyu, Nungubuju, Nungubuyu, Nunggabuyu, Nungkubuyu, Nun guboiyu, Gunwinyguan","Wubuy language N128","Wubuy people N128","-13.86980990371","135.5886143023","NT","https://collection.aiatsis.gov.au/austlang/language/n128"
"N129","Bararrngu ","Barrarrngor, Brangu, Perango, Nango, Bararr?u, Miliwurrwurr, Barangu","Bararrngu language N129","Bararrngu people N129","","","NT","https://collection.aiatsis.gov.au/austlang/language/n129"
"N13","Maranunggu","Marrangungu, Ami, Amijangal, Emmi, Emmiyangal, Manhthi Yangal, Maranjwarrgat, Menhtha, Merranunggu, Maramanunggu, Maranunga, Maranunggo, Maranungo, Maringar, Maringa, Marinunggo, Marranunga, Maranungku, Maranungo, Western Daly language.","Maranunggu language N13","Maranunggu people N13","-13.758549539672","130.27162799195","NT","https://collection.aiatsis.gov.au/austlang/language/n13"
"N130","Golpa ","Gorlpa, Gorlba, Gorlbu, Guba, Gulba, Kolpa, Korlpa, Miliwuru, Nango, Girrkirr, Golbu, Golba","Golpa language N130","Golpa people N130","","","NT","https://collection.aiatsis.gov.au/austlang/language/n130"
"N131","Warramiri ","Warramiri, Wadameri, Wadamiri, Waramiri, Waramirri, Warawiri, Waroomari, Warramee, Warumari, Warameri, Djangu, Warumeri, War ramirri, Burada, Buratha, Budalpudal, Buralbural","Warramiri language N131","Warramiri people N131","","","NT","https://collection.aiatsis.gov.au/austlang/language/n131"
"N132","Wurruḻuḻ","Uronlurl, Urrulula, Waroolul, Worah, Wurulul, Woralul, Wurrulul, Yirgala","","Wurruḻuḻ people N132","","","","https://collection.aiatsis.gov.au/austlang/language/n132"
"N133","Wurunggugu","Wurunggugu, Wurungugu, Wurruŋguku","","Wurunggugu people N133","","","","https://collection.aiatsis.gov.au/austlang/language/n133"
"N134","Wan.gurri ","Wan, gurri, Dhangu, Wanguri, Wonguri, Wan:guri","Wangurri language N134","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n134"
"N135","Burarra ","Burera, Burratha","Burarra language N135","Burarra people N135 ","","","NT","https://collection.aiatsis.gov.au/austlang/language/n135"
"N136","Yithuwa","Jatuowe, Jiduwa, Yitua","Yithuwa language N136","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n136"
"N137","Manggalili ","Gumatj","Manggalili language N137","Manggalili people N137","","","NT","https://collection.aiatsis.gov.au/austlang/language/n137"
"N138","Binbinka ","Gudanji, Binbinga, Binbingha, Pinbinga, Leepitbinga, Bing Binga","Binbinka language N138","Binbinka people N138","-16.36136511663","136.04571314844","NT","https://collection.aiatsis.gov.au/austlang/language/n138"
"N139","Gälpu","Galpu, Gaalpu, Dhangu, Galbu, G..lpu, Kalpu","Gälpu language N139","Gälpu people N139","","","NT","https://collection.aiatsis.gov.au/austlang/language/n139"
"N139.1","Makarrwanhalmirr ","Magalranalmiri, Magarrwanhalmirri, Mugarganalmiri, Mukarrganalimiri, Duwala, Makarrwanhalmirri, Makarrganhalmirri, Munyuku, Mugarganal miri","Makarrwanhalmirr language N139.1","Makarrwanhalmirr people N139.1","","","NT","https://collection.aiatsis.gov.au/austlang/language/n139_1"
"N14","Kungarakany","Gungarakanj, Kungarakany, Gungarakayn, Cunerakan, Gundrakan, Gunerakan, Kangarraga, Kangarranga, Kumerakainj, Kungarakan, Ungnakan, Warnunger, Gungaraganj, Gungaragany, Koongurrukuñ","Kungarakany language N14","Kungarakany people N14","-13.233269244543","130.82520898536","NT","https://collection.aiatsis.gov.au/austlang/language/n14"
"N140","Rirratjingu ","Dhangu, Riraidjangu, Rirraljinga, Riraidjango, Wurrulul, Woralul, Urorlurl","Rirratjingu language N140","Rirratjingu people N140","","","NT","https://collection.aiatsis.gov.au/austlang/language/n140"
"N141","Gumatj ","Gomaidj, Grumatj, Gumad, Gumadji, Gumady, Gumaidji, Gumait, Kainyao, Komaits, Kumait, Kumatj, Gumadj, Duwala, Gumaitj, Gumaidj, Go maid","Gumatj language N141","Gumatj people N141","","","NT","https://collection.aiatsis.gov.au/austlang/language/n141"
"N142","Marrakulu ","Dhuwal, Marragulu, Marrakula, Maragulu, Duwal","Marrakulu language N142","Marrakulu people N142","","","NT","https://collection.aiatsis.gov.au/austlang/language/n142"
"N143","Djarn ","Dyarn ","","","","","","https://collection.aiatsis.gov.au/austlang/language/n143"
"N143.1","Dhalwangu","Dayi, Dalwangu, Daii, Taii Tai, Dalwango, Dalwongo, Dalwongu, Darlwongo, Djawark, Djarlwa:g","Dhalwangu language N143.1","Dhalwangu people N143.1","","","NT","https://collection.aiatsis.gov.au/austlang/language/n143.1"
"N144","Bilamandyi ","Bilmalandji, Bilamandji","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n144"
"N145","Djapu ","Dhuwal, Djabu, Tjapu, Jabu, Darmaramiri, Dhamalam irr, Maradungimi, Maradanggimiri, Marrathanggi mir","Djapu language N145","Djapu people N145","","","NT","https://collection.aiatsis.gov.au/austlang/language/n145"
"N146","Marradhanggimirr ","Maradanggimiri, Maradanggimirr, Maratanggimiri, Marradha?gimirr, Maradungimi","Marradhanggimirr language N146","Marradhanggimirr people N146","","","","https://collection.aiatsis.gov.au/austlang/language/n146"
"N147","Lamami","Lamamiao, Lamumiri, Lamumirr, Llamamirri, Lummami, Dangu","Lamami language N147","Lamami people N147","","","NT","https://collection.aiatsis.gov.au/austlang/language/n147"
"N148","Gobadeindamirr ","Gobadeindamiri","","","","","","https://collection.aiatsis.gov.au/austlang/language/n148"
"N149","Dhiyakuy ","Yolngu, Diakui, Ritharngu, Daii, Djinang, Djinba, Dijogoi, Djikai, Jikai, Tchikai, Tiyakkuy,","Dhiyakuy language N149","Dhiyakuy people N149","","","","https://collection.aiatsis.gov.au/austlang/language/n149"
"N149.1","Balamumu ","Balamumu, Barlamomo","","","","","","https://collection.aiatsis.gov.au/austlang/language/n149.1"
"N15","Emmi ","Emmi/Merranunggu, Warrgat, Arnhem Land, Daly River Region Languages, Ami, Maranunggu, Amijangal, Emmiyangal, Manhthi Yangal, Maranjwarrgat, Menhtha, Merranunggu, Ami Ami, Ame, Berringin, Western Daly language.","Emmi language N15","Emmi people N15","-13.516783582753","130.11623677818","NT","https://collection.aiatsis.gov.au/austlang/language/n15"
"N150","Galawlwan ","Galawan, Galwalwan, Gaulwurl, Kalanlwun, Galawiwan","Galawlwan language N150","Galawlwan people N150","","","","https://collection.aiatsis.gov.au/austlang/language/n150"
"N151","Anindilyakwa ","Anandilyakwa, Aninhdhilyagwa, Yingguru, Warnindilyakwa, Enindilyakwa, Ingura, Amakurupa, Andilagwa, Andiljaugwa, Andiljaukwa, Andilyaugwa, Anindiljaugwa, Anindilyaugwa, Awarikpa, En Indiljaugwa, Endiljaugwa, Enindiljaugwa, Enindilyaugwa, Groote Eylandt, Lamadalpu, Wani Ndiljaugwa, Wanindilyaugwa, Enindhilyagwa, Anindhilyakwa, Eninhdhilyagwa, Wanindilyaugwa Ingura, Gunwinyguan","Anindilyakwa language N151","Anindilyakwa people N151","-13.931088898354","136.58538816163","NT","https://collection.aiatsis.gov.au/austlang/language/n151"
"N152","Walu ","Yanuwa, Janjula, Wadere, Wardiri, Yanyula, Yanyuwa, Walu; Leewalloo, Walloo, Leewalloo, Waloo","","","-15.721192365026","137.02766878588","NT","https://collection.aiatsis.gov.au/austlang/language/n152"
"N153","Yanyuwa ","Yanyula, Wadirri, Yanuwa, Janjula, Wadere, Walu, Wardiri, Yanyula, anjula; Aniula, Anjula, Anula, Anuwa, Anyoola, Anyula, Anyuwa, Djirukurumbant, Iangkala, Leanawa, Leeanuwa, Njangga, Njangkala, Unalla, Yangala, Yanula, Yanular, Yuckamurri, Yuggamurra, Janjula; Aniula, Janyula, Leealowa, Leeanwa, Wadidi, Wadiri, Yanngula, Wadeira, Yanyuwa; Aniula, Yanyuwa; Anyula, Aniula, Waderi, Yanguwa, Yuggamurra for Janjula, Waderi for Wadere","Yanyuwa language N153","Yanyuwa people N153","-15.802081068674","136.807861124","NT","https://collection.aiatsis.gov.au/austlang/language/n153"
"N154","Nyangga ","Njangga; Janga:, Jangaa, Jangga, Yanggal, Njangga; Jang kala, Njanggala, Yangarella, Yang kala, Yuckamurri, Dorobura, Durroburra, Jang kala Njang, Janga:, Njang jala, Purkaburra, Yang kal, Njangga, Janjula, Yanula, Yanular, Anjula, Anyula, Anyoola, Anyuwa, Yanyuwa, Aniula, Anula, Anuwa, Leanawa, Leeanuwa, Unalla, Djirukurumbant, Njangkala, Yangala, Iangkala, Yuggamurra","Nyangga language N154","Nyangga people N154","","","","https://collection.aiatsis.gov.au/austlang/language/n154"
"N155","Garrwa^","Garawa, Garawa, Karawa, Karawa; Garawa, Grawa, Kariwa, Karrawar, Kar'wa, Korrawa, Kurrawar, Leearawa, Wollongorang, Wulungwara, Karwa, Leearrawa, Korrwa, Garawa; Karawa, Garuwa, Garrawa, Karrwa","Garrwa language N155","Garrwa people N155","-16.856777918351","137.27377744599","NT","https://collection.aiatsis.gov.au/austlang/language/n155"
"N156","Nalawgi ","","Nalawgi languages N156","","","","","https://collection.aiatsis.gov.au/austlang/language/n156"
"N157","NGAN'GI","NGANGI, Ngan, gi tjemerri, Nangikurrunggurr, Tyemeri, Nangityemeri, Ngan'gityemerri, Southern Daly","Ngan'gi language N157","","-14.228397404184","130.36426184923","NT","https://collection.aiatsis.gov.au/austlang/language/n157"
"N158","Murrinh-kura ","Murrinh patha, Muringura/Murrinhkura, Murinbata, Muringura, Murrinhkura, Murinkura, Southern Daly","Murrinh-kura language N158","Murrinh-kura people N158","-14.715900493032","129.94649704821","NT","https://collection.aiatsis.gov.au/austlang/language/n158"
"N159","Murrinhdiminin ","Murrinh patha","Murrinhdiminin language N159","","-14.405140184258","129.81694907136","NT","https://collection.aiatsis.gov.au/austlang/language/n159"
"N16","Maramanindji","Marramaninyshi, Marramanindjdji, Marimanindji, Marramaninjsji, Akaja, Arkiya Dilik, Lee wakya, Leewakya, Mangikurungu, Maramanandji, Marimanindu, Maritjamiri, Murinmanindji, Murintjameri, Tjameri, Ukkia, Waagai, Waagi, Wagai, Wagaiau, Wagaja, Waggaia, Waggaja, Wakaja, Wakaya, Wakkaja, Warkaia, Warkya, Wogaia, Woorkia, Worgai, Worgaia, Workaia, Workia, Workii, Marekaganda, Dilik, Western Daly language.","Maramanindji language N16","Maramanindji people N16","-13.970566788139","130.41820390983","NT","https://collection.aiatsis.gov.au/austlang/language/n16"
"N160","Ngan'gimerri ","Ngangimerri, Ngan, gimerri, Tyemeri, Nangityemeri, Daly language.","Ngan'gimerri language N160","","-14.00459251019","130.61190632135","NT","https://collection.aiatsis.gov.au/austlang/language/n160"
"N161","Marri Tjevin ","Marritjevin, Maridjabin, Marrisjefin, Marrijebin, Marisyabin, Marrityabin, Marri Jabin, Murindzabin, Murindjabin, Maretyabin, Murintja bin, Murintjaran, Marityabin, Western Daly language.","Marri Tjevin language N161","Marri Tjevin people N161","-13.892795770497","129.84905309975","NT","https://collection.aiatsis.gov.au/austlang/language/n161"
"N162","Marri Amu ","Marri Ammu, Marithiel, Mareammu, Western Daly language.","Marri Amu language N162","Marri Amu people N162","-13.811675815626","129.81000586207","NT","https://collection.aiatsis.gov.au/austlang/language/n162"
"N163","Magati Ke ","Magatige, Marti Ke, Marrithiyel, Matige, Brinken, Marri Ammu, Marridan, Marrisjefin, Magadige, Marri ge, Murrinh ge, Murrinh Ke, Muringair, Maritige, Muringata, Muringa, Muringe, Berinken, Berinkin, Berringin, Brinkan, Western Daly language.","Magati Ke language N163","Magati Ke people N163","-14.087643628892","129.71529902566","NT","https://collection.aiatsis.gov.au/austlang/language/n163"
"N164","Mariyedi ","Marijedi, Murijadi, Marijadi","Mariyedi language N164","","-13.721021641961","130.05130789713","NT","https://collection.aiatsis.gov.au/austlang/language/n164"
"N165","Marrabanggu ","","Marrabanggu language N165","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n165"
"N166","Marranumbu ","","Marranumbu language N166","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n166"
"N167","Ngan-wirlang ","","Ngan-wirlang language N167","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n167"
"N168","Djimbilirri ","","Djimbilirri language N168","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n168"
"N169","Kerniyn'mi ","Kerniynmi, Genhinjmi","Kerniyn'mi language N169","","-13.653748798659","133.58505062055","NT","https://collection.aiatsis.gov.au/austlang/language/n169"
"N17","Ngen'giwumirri","Ngengiwumirri, Ngan, gi wumeri, Nangikurrunggurr, Nanggiomeri, Nangiomeri, Nangumiri, Nangimera, Nangimeri, Nanggiwumiri, Nangi wumiri, Ngen gomeri, Mariwumiri, Murin wumiri, Wumiri, Southern Daly language","Ngen'giwumirri language N17","Ngen'giwumirri people N17","-14.24563928321","130.46131063961","NT","https://collection.aiatsis.gov.au/austlang/language/n17"
"N170","Gumunggurdu ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n170"
"N171","Kundedjnjenghmi ","Gundedjnjenghmi, Deynegmi, Deynekmi","Kundedjnjenghmi language N171","","-12.678797006489","133.42947679694","NT","https://collection.aiatsis.gov.au/austlang/language/n171"
"N172","Gun.guluwala'","","Gun.guluwala' language N172","Gun.guluwala' language N172","","","NT","https://collection.aiatsis.gov.au/austlang/language/n172"
"N173","Kuninjku ","Guninjku, Bininj Bulkay, Kunwinjku Kunrayek, Kun rayek, kayakki, Na kerlk, Buboyen, an kerlk, Kune","Kuninjku language N173","Kuninjku people N173","-12.267661517906","134.04142237348","NT","https://collection.aiatsis.gov.au/austlang/language/n173"
"N174","Gurrigurri ","","Gurrigurri language N174","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n174"
"N175","Galduyh ","Kaltuy, Rembarunga","Galduyh language N175","","-13.565604346328","134.38886244573","NT","https://collection.aiatsis.gov.au/austlang/language/n175"
"N176","Letpurrirt","Lhetburrirt","Letpurrirt language N176","","-14.155314254155","132.25380753215","NT","https://collection.aiatsis.gov.au/austlang/language/n176"
"N177","Ngarlahmi ","Ngarlami","Ngarlahmi language N177","","-14.088364788678","132.35995922452","NT","https://collection.aiatsis.gov.au/austlang/language/n177"
"N178","Ngorrkgowo ","","Ngorrkgowo language N178","","-13.451842280087","131.67795069298","NT","https://collection.aiatsis.gov.au/austlang/language/n178"
"N179","Ngardawuli ","","Ngardawuli language N179","","-11.289816506622","131.932295025","NT","https://collection.aiatsis.gov.au/austlang/language/n179"
"N18","Jaminjung ","Djamindjung/Ngaliwuru, Djamindjung, Alura, Jaminjang, Tjaminjun, Djamundon, Murinyuwen, Djamindjun, Tjamindjung, Djamunjun, Kaminjung, Djamadjong, Murinyuwan","Jaminjung language N18","Jaminjung people N18","-15.154028288381","130.39030229891","NT","https://collection.aiatsis.gov.au/austlang/language/n18"
"N180","Urrirrk ","Urrirk, Wurilg, Urilg, Wurdirrk ","Urrirrk language N180","","-11.917680427487","132.64868498288","NT","https://collection.aiatsis.gov.au/austlang/language/n180"
"N181","Wurdang ","","Wurdang language N181","","-11.287065943632","131.92353745375","NT","https://collection.aiatsis.gov.au/austlang/language/n181"
"N182","Gidjurra ","Didjurra, idjurra","Gidjurra language N182","","-12.132752733411","132.93719448067","NT","https://collection.aiatsis.gov.au/austlang/language/n182"
"N183","Manangkarri ","Mananggari, Naragani, Manangkari, Manangakardi","Manangkarri language N183","","-11.555480905047","133.17252611089","NT","https://collection.aiatsis.gov.au/austlang/language/n183"
"N184","Ilgar ","Yilga, Ilgarr, Iwaidjan","Ilgar language N184","","-11.07092598047","132.90742242194","NT","https://collection.aiatsis.gov.au/austlang/language/n184"
"N185","Burdinmanduwij ","","Burdinmanduwij language N185","","-11.310284499821","131.92911837038","NT","https://collection.aiatsis.gov.au/austlang/language/n185"
"N186","BININJ KUNWOK","Kunwinjkuan, Bininj Gunwok","Bininj Kunwok language N186","Bininj Kunwok people N186","-12.577995865423","133.556635938","NT","https://collection.aiatsis.gov.au/austlang/language/n186"
"N188","Garig ","Garik, Iwaidja, Gaari, Adawuli, Djalakuru, Garrig, Jaako, Jiwadza, Marlgu, Oitbi, Uruku, Wurango, Gurik, Gari, Iwaidjan","Garig language N188","","-11.24584450928","132.41840722713","NT","https://collection.aiatsis.gov.au/austlang/language/n188"
"N189","Mukngirru ","","Mukngirru language N189","","-12.927609963479","130.53746686425","NT","https://collection.aiatsis.gov.au/austlang/language/n189"
"N19","Ngaliwurru ","DjamindjungINgaliwuru, Djamindjung, Ngaliwuru, Ngaliwerun","Ngaliwurru language N19","Ngaliwurru people N19","-16.07262772334","130.54232721557","NT","https://collection.aiatsis.gov.au/austlang/language/n19"
"N190","Gun-narda ","Gunarda, Gu-jingarliya, Gujingaliya, Gidjingali, Martay, Burarra","Gun-narda language N190","","-12.127895268284","134.66192125409","NT","https://collection.aiatsis.gov.au/austlang/language/n190"
"N191","Gun-narta ","Gu-jingarliya, Gidjingali, An-barra, Anbara, Burarra, Burrara","Gun-narta language N191","","-12.107131304473","134.48837780654","NT","https://collection.aiatsis.gov.au/austlang/language/n191"
"N192","Dhangu ","Dangu, Yirgala, Thangu","Dhangu language N192","","-12.426984404463","136.60732559292","NT","https://collection.aiatsis.gov.au/austlang/language/n192"
"N193","Golumala ","Dhangu, Dangu","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n193"
"N194","Buralka ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n194"
"N195","Dhamarrangdji ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n195"
"N196","Nyekuymirri ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n196"
"N197","Wutjara ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n197"
"N198","Dhuwal ","Dhuwal/Dhuwala, possibly also Dhuwaya, Duwal, Murngin, Wulamba, Balamumu, Barlamomo, Barlamumu, Malag, Marlark, Arrawiya, Banjarrpuma, Bilamandji Dhurili, Durilji, Tuwal
","Dhuwal language N198","","-12.71246520501","136.00985748366","NT","https://collection.aiatsis.gov.au/austlang/language/n198"
"N199","Dhuwala ","Duwala, Duala, Du:ala, Murngin, Wulamba, Tuwala","Dhuwala language N199","","-12.654045147572","135.95812025518","NT","https://collection.aiatsis.gov.au/austlang/language/n199"
"N2","Yilngali ","Ilngali, Jilngali, Nungali","Yilngali language N2","","","","","https://collection.aiatsis.gov.au/austlang/language/n2"
"N20","Tiwi ","Tunuvivi, Diwi, Nguiu, Nimara, Wonga:k, Wongak, Woranguwe, Wunguk, Wunuk, Yeimbi, Ni mara","Tiwi language N20","Tiwi people N20","-11.563361220759","130.75974911356","NT","https://collection.aiatsis.gov.au/austlang/language/n20"
"N200","Munyuku ","Gupapuyngu","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n200"
"N201","Gumadir ","Gunwinggu","Gumadir language N201","","-12.481126101165","133.56360614789","NT","https://collection.aiatsis.gov.au/austlang/language/n201"
"N202","Djangu ","Django, Tyangu","Djangu language N202","","-12.147402815005","136.42130478688","NT","https://collection.aiatsis.gov.au/austlang/language/n202"
"N203","Manyarring ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n203"
"N204","Mildjingi ","Djinang","Mildjingi language N204","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n204"
"N205","Airiman ","Ngarinyman, Wagiman, Tagoman, Wagoman","","","","","","https://collection.aiatsis.gov.au/austlang/language/n205"
"N206","Djadiwitjibi ","Djardiwitjibi, Djinang","Djadiwitjibi language N206","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n206"
"N207","Wora ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n207"
"N208","Munggurrpi ","","Munggurrpi language N208","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n208"
"N209","Däbi","Djinba","Däbi language N209","Däbi people N209","","","NT","https://collection.aiatsis.gov.au/austlang/language/n209"
"N21","Larrakia ","Larrakiya, Gulumirrgin, Laragia, Larakia, Binnimiginda, Gunmajerrumba, Laragai, Laragiya, Larakeeyah, Larakiya, Larikia, Larragea, Larrakeah, Larrakeeha, Larrakeeyah, Larrakiha, Larreekeeyah, Larrekiya, Larriguia, Larrikaa, Larrikia, Larrikiha, Larrikiya, Larriquia, Marri, Woolsoongah, Larragia, Larekia, Ngandalagarak Larrakeah, Larrak eah, Gulumoerrgin","Larrakia language N21","Larrakia people N21","-12.51763346522","130.84139962194","NT","https://collection.aiatsis.gov.au/austlang/language/n21"
"N210","Walmapuy ","","Walmapuy language N210","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n210"
"N211","Nhangu ","Nango, Nangu, Murungga, Miarrmiarr","Nhangu language N211","","-11.85322092545","135.70220743368","NT","https://collection.aiatsis.gov.au/austlang/language/n211"
"N212","Gurryindi ","Gurryindi, Nango, Gorryindi, Gurjindi","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n212"
"N213","Bindararr ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n213"
"N214","Menthajangal ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/n214"
"N215","MARRANJ ","","Marranj language N215","","-13.65277213493","130.0736750837","NT","https://collection.aiatsis.gov.au/austlang/language/n215"
"N216","Ngurruwula ","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n216"
"N217","Buwarrpuwarr","","","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n217"
"N218","Mininggiri","","Mininggiri language N218","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n218"
"N219","Manggurra ","Diakui, Ma?gurra, Manggura","Manggurra language N219","","","","NT","https://collection.aiatsis.gov.au/austlang/language/n219"
"N22","Malak Malak ","Mullukmulluk, Gamu, Junggor, Kamor, Madngela, Matngela, Mulluk Mulluk, Ngulul Wanggar, Wooliana, Yunggor, Djiramo, Malack malack, Malag Malag, Malagmalag, Mallackmallack, Mallak mallak, Mollak mollak, Mullik mullik, Mullikmullik, Mulukmuluk, Ngolak wonga, Ngolokwangga, Ngoluk wanggar, Ngulugwongga, Ngulukwongga, Nguluwongga, Valli valli, Mollakmollak, Mullu Mulluc, Ngolok Wangar, Ngululwanga, Ngulugwanga, Northern Daly language","Malak Malak language N22","Malak Malak people N22","-13.548773042487","130.55241427694","NT","https://collection.aiatsis.gov.au/austlang/language/n22"
"N220","GIIMBIYU ","Giimbiyu, Arnhem Land, Daly River Region Languages, Geimbio","Giimbiyu language N220","","-12.480824015895","133.05641173628","NT","https://collection.aiatsis.gov.au/austlang/language/n220"
"N221","Muralidban ","Gunwinggu","Muralidban language N221","","-12.241199718544","134.18240593369","QLD","https://collection.aiatsis.gov.au/austlang/language/n221"
"N222","Ngunbudj ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/n222"
"N223","Wandangbag ","","Wandangbag language N223","","-12.312678455805","132.9782491961","NT","https://collection.aiatsis.gov.au/austlang/language/n223"
"N224","Gonbudj ","Konbudj, Bardaya, Mabakala, Ngunbudj, Gunbudj, Koarnbut, Ngonbudj, Ba'rdaaya, Badaya","Gonbudj language N224","","-12.453436261982","132.15649887042","NT","https://collection.aiatsis.gov.au/austlang/language/n224"
"N225","Meritjamui ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/n225"
"N226","Kiyuk","Giyug, Daly languages","Kiyuk language N226","Kiyuk language N226","-13.16822762497","130.05352055453","WA","https://collection.aiatsis.gov.au/austlang/language/n226"
"N227","Karaman ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/n227"
"N228","Bararrpararr ","Gumurrwalirrbuy, Morru","Bararrpararr language N228","Bararrpararr people N228","","","NT","https://collection.aiatsis.gov.au/austlang/language/n228"
"N229","Ngalarrunga ","","Ngalarrunga language N229","","-15.900873682573","133.19732154296","NT","https://collection.aiatsis.gov.au/austlang/language/n229"
"N230","YOLNGU MATHA","Murngin, Wulamba, Yalnumata, Yuulngu, Yulngu, Miwoit, Miwatj","Yolngu Matha language N230","Yolngu people N230","","","","https://collection.aiatsis.gov.au/austlang/language/n230"
"N24","Nangiblerbi","Nangliblerbi","","","","","","https://collection.aiatsis.gov.au/austlang/language/n24"
"N25","Warray ","Waray, Awara, Parlamarnyin, Warai, Wolwonga, Arwur, Awarai, Awarra, Awarrai, Warei, Warrai, Wulwongga, Woolwonga, Gunwinyguan","Warray language N25","Warray people N25","-13.163241744303","131.25381620883","NT","https://collection.aiatsis.gov.au/austlang/language/n25"
"N26","Yunggor ","Madngele, Eastern Daly language","Yunggor language N26","Yunggor people N26","-13.597300238836","130.41340568012","NT","https://collection.aiatsis.gov.au/austlang/language/n26"
"N27","Wagiman ","Wageman, Airiman, Tagoman, Wagoman, Ongkakaringa, Wagaman, Wogeman, Wongkakaringa, Wakiman, Wogeman; Wongkakaringa","Wagiman language N27","Wagiman people N27","-14.012172251408","131.16935888386","NT","https://collection.aiatsis.gov.au/austlang/language/n27"
"N28","Nungali ","Nungulu, Jilngali, Ilngali","Nungali language N28 ","Nungali people N28","-15.590178428466","130.85709333183","NT","https://collection.aiatsis.gov.au/austlang/language/n28"
"N29","Wuna ","Wulna, Woolna, Djerimanga, Beriguruk, Wolna, Woolner, Wulnar, Birrigarak, Berrigurruk, Berugurruk, Djeramanga, Jermangel, Waak, Woolnah, Woolner for Djerimanga, Perrigurruk, Eri, Erei, Rereri, Reveri for Beriguruk, Wunna","Wuna language N29","Wuna people N29","-12.475167242034","131.37297187474","NT","https://collection.aiatsis.gov.au/austlang/language/n29"
"N3","Murrinh-Patha ","Murrinh patha, Murinbata, Muringura, Murrinhkura, Murinjbada, Murinypata, Murinypatha, Murrinh diminin, Murrinh gurra, Murrinhpatha, Murinjpata, Murinbada, Marri wutha, Karama, Garama, Karaman, Murinkura, Nagor, Nangu, Mariwada, Mariwuda, Southern Daly language","Murrinh-Patha language N3","Murrinh-Patha people N3","-14.747346346964","130.00346421595","NT","https://collection.aiatsis.gov.au/austlang/language/n3"
"N30","Djowei ","Arnhem Land, Daly River Region Languages, Kumertuo, Limilngan, Beriguruk, Lemil, Minidja, naWinjmil, Norweilemil","Djowei language N30","Djowei people N30","","","","https://collection.aiatsis.gov.au/austlang/language/n30"
"N31","Batjamalh","Wadjiginj, Wadjiginy, Wadyiginy, Patjtjamal, Wagait, Waggite, Wogait, Batjamal, Batjemal, Bajamala, Batyamal, Batymal, Wadjigin, Wadjingy, Wadjigany, Wogatj, Wagaitj, Worgait, Worgite, Waggait, Waggote, Waggate, Wagatsch, Waogatsch, Wadjinginj, Waggites, Wargad, Wogadj, Worgaid, Worgaidj, Wogath, Wogaity, Wogite, Wogaidj, Wogait is a misnomer for Wadyiginy, Their langauge Wadyiginy, which has another sub dialect called Batyamal, Wadyiginy has several variant spellings, namely, Wdadjingi, Amijangal, Ami, Wa gait, Wagaidj, Wagite, Waggute, Murinwargad, Daly River language.","Batjamalh language N31","Wadjiginy people N31","-13.208840010675","130.27404035772","NT","https://collection.aiatsis.gov.au/austlang/language/n31"
